"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"208358_s_at",3.37951883636366,-1.24584014868692,0.178828934359557,-6.96665868500905,3.24556780087355e-12,1.42134232559589e-09
"208425_s_at",4.36483069993583,0.643497493573816,0.146220608014546,4.40086730804595,1.07819046579814e-05,0.00122114364997035
"208451_s_at",8.09949264920833,0.491675150458838,0.113615858107515,4.32752221959688,1.5079613693849e-05,0.00162885412337498
"208607_s_at",5.54153991154277,-0.483054102104804,0.138401719595781,-3.4902319387044,0.000482601500446706,0.0287330144087711
"208891_at",8.31870409819048,0.395169417698608,0.104090996496566,3.79638423109578,0.000146821879125961,0.0110225477026107
"208892_s_at",8.08785176787288,0.432807807568091,0.105761149568211,4.0923137592122,4.27090231404643e-05,0.00395148694379873
"208893_s_at",6.6745092843093,0.557348380139141,0.115272772529159,4.83503925437517,1.33119363576753e-06,0.00020102554007717
"209074_s_at",3.96490295329312,-0.567669242267191,0.162750813804441,-3.48796561441034,0.000486710667919869,0.028846938744953
"209114_at",4.87737720815377,0.923828252216433,0.151787592234286,6.08632259473813,1.15533541969731e-09,3.44972653272348e-07
"209167_at",6.99557070847811,-0.405713597666263,0.11380466760177,-3.56499962801133,0.000363856704581172,0.0229145864526202
"209168_at",5.19823465264192,-0.454864196497004,0.135621448487963,-3.3539252202971,0.00079673891624797,0.0422646940040343
"209169_at",4.68589004451406,-0.58252251756376,0.141469225702245,-4.11766244334875,3.82734740316796e-05,0.00361753166782883
"209173_at",7.95870156964393,2.0945913662665,0.143502237322363,14.5962279428523,2.96819790553307e-48,1.1698855224868e-43
"209243_s_at",4.33715680733939,-0.635109180148533,0.158492389176082,-4.00719039854297,6.14453281982935e-05,0.00533437481411352
"209283_at",8.51554342603236,-0.53787482310188,0.108962335634574,-4.93633712942557,7.9603455962218e-07,0.000127986678019937
"209292_at",5.07997570394337,-0.531526487677722,0.147159033865974,-3.61191884530727,0.000303939691623685,0.0199991302264706
"209293_x_at",3.19903439407798,-0.650445683232835,0.17877739372117,-3.63829939397875,0.000274444276334903,0.0182103479923634
"209395_at",8.73045559406417,-0.550145830754988,0.103428608159518,-5.31908763488819,1.04288896990531e-07,2.07598110403273e-05
"209396_s_at",7.13651942644097,-0.719610665435383,0.115086497998765,-6.25278097734026,4.03207423598023e-10,1.32433478280771e-07
"209425_at",4.3253679661305,0.510974389674605,0.150616849995959,3.39254465677854,0.000692466435519147,0.037854191525037
"209457_at",6.30241804065042,0.433432468737511,0.125567217433934,3.4517963971413,0.000556867760177615,0.0320239754129817
"209504_s_at",5.18743449135321,-0.741359818880395,0.138286535901287,-5.36104121813853,8.27436335798606e-08,1.70746469838567e-05
"209505_at",6.8767203821244,0.755397663272416,0.121724320447189,6.2058071919995,5.44168619600198e-10,1.74372861568473e-07
"209506_s_at",5.23757288434493,0.447445140765075,0.135140386048748,3.31096538827166,0.000929747076888078,0.0475292494013835
"209522_s_at",9.24769824496376,0.358113893401371,0.101828920355317,3.51681911338925,0.000436751309777474,0.0264425746905828
"209535_s_at",3.52565172035966,-0.692627964250306,0.168101055421708,-4.12030705287805,3.78367813907084e-05,0.00358840883978861
"209602_s_at",8.67918552850474,0.549769291056907,0.111405886855651,4.93483160157637,8.02199438342164e-07,0.00012800764640817
"209603_at",7.6653113637868,0.581278592179317,0.12251409229387,4.74458555171779,2.08933664092272e-06,0.000303871270720767
"209604_s_at",11.9908810840977,0.360330231836298,0.0921503476173361,3.91024278424436,9.22033984904936e-05,0.00744693595923015
"209616_s_at",5.31669875533193,0.520203833814399,0.135903007864719,3.82775806060321,0.000129315773686774,0.00980163827709714
"209641_s_at",3.95359201606442,0.999016830641167,0.158166110418775,6.316250858013,2.67984918782967e-10,9.26522595518585e-08
"209644_x_at",8.45348784292215,-0.369400789652265,0.105516617881185,-3.50087784341441,0.00046372835208539,0.0278194661630039
"209686_at",4.08881778202431,-0.734946639226643,0.162019937577117,-4.53614937900361,5.72906090034426e-06,0.000716841924844979
"209696_at",6.34235016504382,0.772106266189064,0.129778356544901,5.9494224364132,2.69090320203595e-09,7.46896188767921e-07
"209747_at",5.75075016112665,0.50191861009092,0.133797097043401,3.75134155510195,0.000175890893342333,0.0129580629349434
"209757_s_at",4.65785427934023,0.566044025975935,0.134125730045588,4.22024935695442,2.44032241172805e-05,0.00245364457999616
"209792_s_at",4.14496876518184,-1.1788408123754,0.175131763494085,-6.73116508882304,1.68309864842894e-11,6.83893300300808e-09
"209800_at",5.11351560677995,-0.610950501108452,0.137908619791395,-4.43011105493331,9.41845729960569e-06,0.00109182081178429
"209832_s_at",3.47997644887254,-0.577424296061162,0.167227997315232,-3.45291640952138,0.00055456082041508,0.0320233819039394
"209834_at",3.10865624531138,-0.772545100137797,0.187166074367234,-4.12759151331027,3.66582561704088e-05,0.00348997224323791
"209842_at",4.69172201445753,-1.11193135527258,0.155158613517169,-7.16641719120247,7.6985930337186e-13,3.94067981598682e-10
"209900_s_at",5.88472578016679,-0.451587209945962,0.129758924741463,-3.48020154178778,0.000501036720421343,0.0295626666148006
"210013_at",4.48891318554848,0.580838637237566,0.146420600407737,3.96691883259669,7.28077739298854e-05,0.00601602851503669
"210021_s_at",4.29732951882708,0.51138739749131,0.153719255122859,3.32676213583384,0.000878613376228318,0.0455653521192933
"210029_at",5.70598080648091,-0.432084513768326,0.129717255086158,-3.33097176224811,0.000865433808987947,0.0451193229463637
"210056_at",4.35950930804921,0.70925516605566,0.149546912434596,4.742693476643,2.10895250523215e-06,0.000305596522210368
"210073_at",5.19822775188553,-0.600271359334712,0.135879672769713,-4.41766856733635,9.9771253669477e-06,0.00114313493957232
"210130_s_at",6.70750087475606,0.549298479683867,0.120810282561354,4.54678582019626,5.44713798387158e-06,0.000690332786161783
"210145_at",4.01037617982991,-0.628281574902274,0.154951167549054,-4.05470694309789,5.01971943766795e-05,0.00449652777082374
"210147_at",5.01246990119036,-0.79814342786028,0.141879456420765,-5.62550384668283,1.84967284182263e-08,4.52813698059611e-06
"210319_x_at",4.97872285053767,0.510370569393031,0.147497412761248,3.46020014750469,0.000539774022499553,0.0314713806550257
"210347_s_at",5.80099920444072,-0.507448327509393,0.124237257937635,-4.08451004097437,4.41699165699246e-05,0.0040540798070379
"210567_s_at",3.93628803920932,-0.524959785724415,0.154460018507867,-3.39867747521781,0.000677125149986274,0.0374308704930701
"210663_s_at",5.19889560460113,0.540800197315067,0.126148384421638,4.28701643540275,1.81088899817305e-05,0.00190732226267752
"210683_at",2.95102329881889,-0.835061501412919,0.18131948269127,-4.60547035000517,4.1153462185141e-06,0.000544302872001727
"210735_s_at",5.73984743834929,0.919911937747605,0.153390080647048,5.99720616787687,2.00741138712607e-09,5.73334147914397e-07
"210761_s_at",7.7163361529626,0.903473880747094,0.106406841907953,8.49074988550681,2.05307997459332e-17,1.92666890758621e-14
"210791_s_at",4.17910254710638,0.700763758422113,0.152185360190687,4.60467260151739,4.13115263846103e-06,0.000544566053820412
"210904_s_at",6.82093362606759,0.385084886037043,0.115786391359758,3.32582164030444,0.000881583213175183,0.0455993710814785
"210930_s_at",4.7539647915392,1.64517679078538,0.142644659993643,11.533392072712,8.95446500048804e-31,7.60730567547865e-27
"211110_s_at",5.94244608017014,1.44800644554057,0.146401542272025,9.89065021494148,4.57049570802413e-23,1.05965598727096e-19
"211138_s_at",4.44983328371903,0.839338578320842,0.137337862049674,6.11148714414427,9.8706955224792e-10,2.9926430255615e-07
"211343_s_at",4.03268554136189,0.53265309485285,0.151186680405956,3.52314829204932,0.000426452680790777,0.0260741802222396
"211401_s_at",3.55948837309313,-0.620568413332713,0.174075614370822,-3.56493593646469,0.000363945073307461,0.0229145864526202
"211421_s_at",5.11997111903797,0.781334199601995,0.148363933285734,5.26633516851581,1.39174090967229e-07,2.61209886732493e-05
"211519_s_at",5.24844911294104,-0.437622301623761,0.128960809738591,-3.39345187511492,0.000690176843746785,0.0377814307214386
"211597_s_at",7.00168742189603,0.377070828874821,0.113367858361886,3.32608231577559,0.000880759137880479,0.0455993710814785
"211612_s_at",6.56738382350938,0.408482014993541,0.117754893890213,3.46891752434835,0.000522559847468179,0.0306035272334485
"211621_at",4.03841137288498,1.19825911756185,0.172130390329961,6.96134549666027,3.37038062000591e-12,1.45978221710893e-09
"211657_at",5.62677550361759,1.51615330490806,0.156639752879475,9.67923708405395,3.69462642326445e-22,7.66421083402869e-19
"211682_x_at",2.97385440382666,1.66959653911635,0.239204326794647,6.97979238707363,2.95616588012747e-12,1.33924508045223e-09
"211708_s_at",5.58102290254957,0.442902714796228,0.127662360812217,3.46932887640788,0.000521760332259519,0.0306021752018998
"211726_s_at",5.81255590079509,-0.449599751175469,0.132919976247537,-3.38248443814179,0.000718333476076291,0.038890653332515
"211767_at",3.09755482897192,-0.558047973666625,0.167416534467103,-3.33329067790661,0.000858252248885364,0.0448635996519466
"211828_s_at",4.20171158206323,0.741789493200584,0.150291996850979,4.93565531593874,7.98820794461474e-07,0.000127986678019937
"212173_at",4.52780845819479,-0.485436997067056,0.145117422201871,-3.3451324431037,0.000822432871501354,0.0432781965251727
"212218_s_at",8.45901144749481,0.355176577156449,0.106880055560504,3.32313241505928,0.000890126504552554,0.0459809253609887
"212256_at",7.00065455724391,0.69990222874548,0.122196981759455,5.72765561528546,1.01828016582271e-08,2.57272400357285e-06
"212310_at",6.06579658946802,0.437488631430535,0.126400486571603,3.46113091251993,0.000537911162514257,0.0314417549252787
"212444_at",8.2285437063577,0.471557116460575,0.110689640383892,4.26017389545336,2.04267915013833e-05,0.00210209284656794
"212458_at",6.86569422890225,0.63166162826875,0.118669737032978,5.32285352661741,1.02151997238998e-07,2.04376589805984e-05
"212510_at",7.24266202692458,0.495947300022727,0.118824754600272,4.17377087536262,2.99599069227662e-05,0.00293741236680076
"212730_at",8.24532664661354,-0.554870529019781,0.110514342131597,-5.02080108624324,5.14564247959064e-07,8.55739884770403e-05
"212771_at",7.95794592837439,-0.520111445502439,0.109993457750315,-4.72856709971872,2.26109902335059e-06,0.000321729086304478
"212816_s_at",5.28231505998747,-0.476804562244565,0.13379124941882,-3.56379482451783,0.000365531711538134,0.022977778115732
"213043_s_at",7.86817277093201,0.395074144083502,0.108216764534776,3.6507665497294,0.000261458809133036,0.0175713853802224
"213059_at",6.65161769425209,0.510069457750728,0.119010277144919,4.28592782058322,1.81978070831991e-05,0.00190757544781173
"213060_s_at",4.83827894914301,-0.905844670787019,0.154334862957964,-5.86934574227561,4.3751820693384e-09,1.16515828433043e-06
"213107_at",4.29728045635569,0.812915201936288,0.151418992728389,5.36864753416021,7.93292821947319e-08,1.66312996192722e-05
"213109_at",2.96245763839172,0.698049672668031,0.17642365600115,3.95666708473312,7.60027345752087e-05,0.00624077454280683
"213110_s_at",7.84527794622948,0.419642439673242,0.116386886217054,3.60558180833739,0.000311454352436334,0.020323943455175
"213172_at",3.32291860768232,0.589650544093559,0.169249774991742,3.48390740325846,0.000494150417431638,0.0292000667955781
"213256_at",4.18477819514101,-0.536729323245602,0.158007649452344,-3.39685657691834,0.000681646836070995,0.0375229446884109
"213260_at",6.33546687016125,-0.673175309540368,0.124841638866111,-5.39223383844172,6.95871287703683e-08,1.49874704554934e-05
"213338_at",8.08782473557597,-0.418940583974613,0.107662042996992,-3.89125612251586,9.97265942256059e-05,0.00794681286935421
"213385_at",2.7486066841896,0.713043653426447,0.190758988321052,3.73792951882497,0.000185541940354822,0.0134925277438099
"213441_x_at",7.44544306715509,0.539936291199748,0.114742136687104,4.70564961390016,2.53058834633996e-06,0.00034874338840085
"213456_at",3.28351429758951,-0.780005150797445,0.178604608632832,-4.36721737903722,1.25839469884831e-05,0.00140108386046348
"213492_at",4.10638126317404,-0.640668275262872,0.188595245667344,-3.39705422051265,0.000681154689621869,0.0375229446884109
"213547_at",4.94485521034415,-0.585995682989695,0.144113924300632,-4.06619752972147,4.77864366931701e-05,0.00430996479593731
"213557_at",5.47475288936669,0.679117879734774,0.133875342473896,5.0727629687834,3.92080759642752e-07,6.68981431193048e-05
"213664_at",6.01551928934306,0.646768476469287,0.133002042398904,4.86284619998148,1.15709754173722e-06,0.000178147822304808
"213680_at",5.26620283688565,-0.820924256051277,0.183127243060608,-4.48280792268348,7.3667232243962e-06,0.000882528964031464
"213707_s_at",3.57076366463833,-0.558043574936485,0.166239422943267,-3.35686665086013,0.000788311226093725,0.0419871603584569
"213765_at",7.18767732458978,0.422165041804625,0.114900424369759,3.67418174580508,0.000238612849872474,0.0163559771563021
"213885_at",4.87725501241842,0.509492504459543,0.142751312132706,3.56909156804039,0.000358221214307772,0.02262649189219
"213906_at",7.92406626003339,-0.656938105078481,0.113474191922961,-5.78931732357684,7.0673071508547e-09,1.84470757644892e-06
"213912_at",2.69789529266157,1.23608178854079,0.200314344330682,6.17071030370269,6.79838837291603e-10,2.1436134346409e-07
"213913_s_at",4.25236888340256,0.791401685095679,0.150908111635227,5.24426206464398,1.56909046480643e-07,2.87647123627352e-05
"214079_at",4.70306882398301,1.44486737583585,0.215377253216151,6.70854212438945,1.96578426100635e-11,7.90606335339841e-09
"214133_at",2.70317868224259,0.69003471606248,0.182297390768227,3.78521444083525,0.000153576092156859,0.0114641062429364
"214164_x_at",6.83763331464858,0.577735488650741,0.132452568324634,4.36182926430495,1.28979506598306e-05,0.00143199951353962
"214203_s_at",5.11980887962709,0.679402637583477,0.133275303920721,5.09773842262346,3.43735344176461e-07,5.94209862077676e-05
"214240_at",4.29116192318132,-0.726439318434598,0.146183858802759,-4.96935382869294,6.71763890147918e-07,0.000110320424859542
"214243_s_at",5.57595521707385,1.25316213616986,0.140357336656485,8.92836930382121,4.32334278201242e-19,4.73333978917326e-16
"214279_s_at",5.00778423441105,-0.652048493658724,0.14254961403998,-4.57418631435821,4.7807427718191e-06,0.00061377262413185
"214295_at",8.74132789728124,0.415981658072124,0.104534300368929,3.97937955870957,6.90953533771173e-05,0.00579271355295332
"214297_at",2.72601899167718,-0.638558518044396,0.193464313504943,-3.30065274817766,0.000964601897760338,0.0486637407293251
"214404_x_at",6.83725159616805,0.788398735289355,0.121278385209256,6.50073575706865,7.99281205238454e-11,2.97196881351589e-08
"214428_x_at",8.80314953575899,0.359928763859266,0.108121458416059,3.32892997497531,0.000871803206120832,0.0453129338032192
"214440_at",8.40345440856479,0.451275776449519,0.115766929297033,3.8981406796378,9.69341008076265e-05,0.00776722578333961
"214451_at",6.05506784856337,1.60747085138447,0.172578766465508,9.31441847862403,1.2262240069926e-20,1.85886126967716e-17
"214746_s_at",4.92797483788219,0.561535566975945,0.14057903935603,3.99444731980137,6.48453368202835e-05,0.00553206516327847
"214769_at",3.28327636556577,-0.747984724585194,0.180855538256183,-4.13581321201052,3.53699815425974e-05,0.00338367100126198
"214774_x_at",6.13431882833509,1.25686546248963,0.131324060209035,9.57071735742114,1.06166447155874e-21,2.09222217410082e-18
"214797_s_at",5.27684652972189,-0.443337551948761,0.13468583679942,-3.2916419609064,0.000996043315268623,0.0498198619644639
"214838_at",4.70826811989034,-0.464405531495898,0.140925150369511,-3.29540561268312,0.000982797125128218,0.0494081197574025
"214844_s_at",3.17109989531294,-0.794287286660101,0.18585251826988,-4.27375046652153,1.92212142029643e-05,0.00199364456998851
"214858_at",3.70083551162447,0.999197936609399,0.182445370804411,5.47669657061664,4.33339344284457e-08,9.59530163799303e-06
"214877_at",5.36144605657517,-0.504060230264713,0.13536062106028,-3.72383213313005,0.000196221423146328,0.0141129035983383
"214974_x_at",3.78997419278706,-0.684626564135255,0.167823019877596,-4.07945563507675,4.51412834656013e-05,0.00412807087358053
"215033_at",4.61299785478186,-0.597766582119156,0.148264667663053,-4.0317534281171,5.53622544514282e-05,0.00490347842010919
"215078_at",3.19920334986153,-0.594047400833228,0.179040789891197,-3.31794448178112,0.000906825069454537,0.046660056511072
"215108_x_at",5.52589885351345,1.26755405826972,0.138674604970618,9.14049157405774,6.2169086594657e-20,8.16777459680603e-17
"215145_s_at",4.52832982455502,0.890382619996492,0.142234716301098,6.25995286630048,3.85093846541959e-10,1.2754696527399e-07
"215304_at",5.82952339368747,0.667559044123485,0.146199116759216,4.56609491850029,4.9689384162052e-06,0.000633804979729164
"215465_at",3.59332942568274,1.08740178634857,0.165308772229853,6.57800412936701,4.76804991127781e-11,1.80699922310677e-08
"215501_s_at",6.51054007681866,0.420735303756258,0.11887090466995,3.53943048489827,0.000400991364385561,0.0248501157797052
"215659_at",3.1490225145864,1.53996153726132,0.180143471137383,8.54852816778966,1.24668040468073e-17,1.19845515780698e-14
"215729_s_at",6.82582275767404,-0.51252357845523,0.11715218201894,-4.37485302981699,1.21514319997496e-05,0.0013644915693394
"215867_x_at",6.92792264742747,0.600277682191822,0.132050437410352,4.54582123288568,5.47214676888232e-06,0.00069127946393823
"215945_s_at",5.81203014528989,-0.463615264607806,0.128400651456829,-3.61069246415533,0.000305380591877983,0.0200604510804647
"216005_at",3.16001533694052,0.807603780298,0.170415341590117,4.7390321362055,2.14741449389863e-06,0.000310030017811431
"216006_at",6.99545162554405,0.39520229006461,0.114952264578824,3.4379687213001,0.000586095394940669,0.033006403502873
"216092_s_at",7.7217998886362,0.433210380601069,0.11574569322827,3.74277753684282,0.000181997343765567,0.0133001782120993
"216176_at",4.88336800945129,0.575013537003966,0.141217172838672,4.07183861173079,4.66434938060465e-05,0.00423596005730764
"216474_x_at",6.46087410967754,0.557342741901312,0.130021308859329,4.28654923405137,1.81469997590721e-05,0.00190732226267752
"216604_s_at",6.07729428859063,0.447583399481162,0.127155712135685,3.51996298053488,0.000431607034755652,0.0262384341010466
"216623_x_at",5.8415274005112,1.24595914279224,0.133110824962744,9.36031418286957,7.94999361053552e-21,1.32033755055837e-17
"216836_s_at",11.3320832475381,0.64342636124396,0.0898071436015879,7.16453430584984,7.80514217551176e-13,3.94399838084129e-10
"217276_x_at",4.97350435192157,1.1800948915962,0.145579865475347,8.10616830660585,5.22410680215764e-16,4.20210092857635e-13
"217284_x_at",4.27516565586567,1.39458582826749,0.162267578886752,8.59435900772752,8.37308653128804e-18,8.68465348800491e-15
"217388_s_at",6.76475924914815,0.406116337339543,0.110235027861569,3.68409520292894,0.000229516452502454,0.0159274803764684
"217428_s_at",9.68879008699591,0.398574948677481,0.0975266101578865,4.0868327939649,4.37302043869405e-05,0.00402706139183849
"217528_at",4.64100373672205,1.37497915977729,0.151582105394875,9.07085408396614,1.18087700323281e-19,1.45447144391931e-16
"217562_at",2.66983064252137,0.656428335540909,0.182611419642807,3.59467297732475,0.000324799292029919,0.021090015314773
"217889_s_at",6.52763838487358,0.470503198351527,0.123889425778988,3.79776720566031,0.000146005348083957,0.0109821656285898
"218211_s_at",7.90738712136861,1.34089975877368,0.126005275279309,10.6416160418791,1.90791147531652e-26,7.51984228881254e-23
"218309_at",8.56593512590342,0.56749652370282,0.109161261753246,5.19869882949521,2.00688380584585e-07,3.61184101934284e-05
"218313_s_at",9.31540747169992,0.376648498149682,0.101093980959781,3.7257262457547,0.000194753679477148,0.0140329461113571
"218468_s_at",7.21031862910709,0.427134801329293,0.111332789367207,3.83655887683259,0.000124770293843437,0.00958615275155018
"218546_at",6.24044885787346,0.621471542254153,0.125790963043358,4.94051024984954,7.79183964651373e-07,0.000126325062417976
"218665_at",6.42029198116817,0.415496217196015,0.122730306314678,3.38544105097148,0.000710639712284608,0.0385270338651796
"218772_x_at",4.4038848564687,-0.546493090194805,0.155121674625737,-3.52299632861323,0.000426697271105306,0.0260741802222396
"218776_s_at",6.5161345453812,0.445320760606522,0.123215603193745,3.61415883267881,0.000301324305226271,0.0198601942578399
"218779_x_at",5.64891085398744,0.467149938924574,0.131706492410649,3.54690137421656,0.00038979048336338,0.0242704614712231
"218796_at",5.91861161663097,-0.536470670685228,0.128473015353167,-4.17574592773815,2.9701117954008e-05,0.00292503683911097
"218800_at",3.2608573118445,0.687438908949017,0.163955219171851,4.19284553685645,2.75477023030254e-05,0.0027418311580087
"218820_at",4.31997737483501,0.743373359019349,0.162062871327086,4.58694427003595,4.49780681610322e-06,0.000583146571874646
"218885_s_at",3.64378046228028,0.548706850202359,0.15401555924892,3.56267154356489,0.000367099871611809,0.0230029798723495
"218918_at",4.81585836348215,0.556197216893431,0.1426848165576,3.89808271343926,9.69573016035695e-05,0.00776722578333961
"218931_at",6.11066429243604,0.445517589009362,0.129517776489298,3.43981807814754,0.000582105322084701,0.0330027691812793
"218959_at",6.21198575707927,0.431598195720546,0.123173939060579,3.50397331620839,0.000458371285166718,0.0275400088926235
"218963_s_at",8.71322818040372,-0.578809695619802,0.111740710987129,-5.1799356788277,2.21962421974965e-07,3.97655768169148e-05
"218976_at",6.86588910708017,0.689353251881936,0.131005896164908,5.26200172711455,1.42495427889343e-07,2.66176056627041e-05
"218978_s_at",2.95714329727268,-0.828966940096252,0.179425508732806,-4.62011754042575,3.83522707910683e-06,0.000512412339308191
"219033_at",6.11661297071693,0.412921895576622,0.121592765132059,3.39594132206926,0.000683930197465516,0.0375961294322257
"219127_at",5.75624950120243,0.720949449756416,0.131080893823302,5.50003458725463,3.79716757116729e-08,8.552089294285e-06
"219182_at",4.97309595246917,-0.481190944935458,0.143813753282145,-3.34593134490704,0.000820066979471956,0.0432113902792884
"219225_at",3.36225988952815,-0.655430565647457,0.176167675215216,-3.72049279101145,0.000198834418005262,0.0142488359113807
"219232_s_at",4.70856426070042,0.557600825741875,0.139504080955087,3.99702160628115,6.41444483393743e-05,0.00550803766197843
"219233_s_at",6.75889791685901,0.624083652524012,0.113948028852882,5.47691486028042,4.32805327725778e-08,9.59530163799303e-06
"219295_s_at",4.74198440363213,-0.756449518279085,0.153133728114072,-4.93979691864872,7.82039763281731e-07,0.000126325062417976
"219300_s_at",5.51396383626805,1.04663525772645,0.133473438694512,7.84152463563887,4.45108576920843e-15,3.0247430087514e-12
"219301_s_at",5.64307020373518,0.479943923666565,0.126792868106948,3.78525961934814,0.000153548193575626,0.0114641062429364
"219327_s_at",5.31642747001211,0.722112597983884,0.13598363620583,5.31029040061015,1.09450693963714e-07,2.13558893657713e-05
"219415_at",2.88934723050359,-1.04738527040976,0.192588857982711,-5.43845205470705,5.37454682237887e-08,1.16391422229253e-05
"219429_at",3.36232454595569,0.699990746364421,0.164092873166792,4.26582052502011,1.99168845590459e-05,0.0020603781837539
"219476_at",6.26227607512126,-0.44946180564841,0.128993259964156,-3.48438209696619,0.000493274736771481,0.0291920878004672
"219497_s_at",5.73925994121271,-0.69150187116709,0.123354690581388,-5.6058011893017,2.07293800917128e-08,5.01770137118981e-06
"219498_s_at",6.31345203836467,-0.532741784748519,0.120280405017187,-4.42916520502566,9.45985401484675e-06,0.00109340377167498
"219562_at",4.23550604046592,0.778346982250659,0.163966556869543,4.74698619713005,2.06470035943762e-06,0.00030226039159131
"219572_at",6.92765537675906,0.612170821041017,0.118339418630698,5.17300852179628,2.30354503338436e-07,4.10823185275163e-05
"219580_s_at",5.39541841800567,1.57782905998736,0.154731116776119,10.1972317712301,2.04004266632797e-24,6.18509551158851e-21
"219615_s_at",6.24009572336907,-0.551579669170527,0.124279220895807,-4.43822921639459,9.07019993425944e-06,0.00105455121005576
"219616_at",4.02719210774615,0.791721636530646,0.155442367976236,5.09334518534668,3.51800334561203e-07,6.05495999405907e-05
"219654_at",5.10195369709988,-0.612587160151125,0.141878585750877,-4.31768583616106,1.57673639794495e-05,0.00168873609751637
"219684_at",6.80380448151461,-0.393021517454445,0.118616841522742,-3.31337028038377,0.000921788553406747,0.0473064766197572
"219734_at",5.62717383899896,1.19392009345559,0.139476873260824,8.55998607900346,1.12881150759091e-17,1.14079427590226e-14
"219735_s_at",3.32291523025832,-1.1379332018683,0.183062022380292,-6.21610745403195,5.09639103801647e-10,1.64646849485558e-07
"219736_at",3.50304497245017,0.776669645727592,0.173445940292284,4.47787733987188,7.53888949116953e-06,0.000897697251978718
"219740_at",4.28584542571183,-0.68311181895643,0.151929225890948,-4.49625024382574,6.91623328086088e-06,0.000843951760160528
"219785_s_at",3.69972013052005,-0.804846241633393,0.167152258454053,-4.81504856157615,1.47164097709945e-06,0.000219709308603779
"219789_at",4.19006833874961,-0.587337774312146,0.158291392031405,-3.71048461179504,0.000206862871364263,0.0147437490270363
"219863_at",8.54346853093003,-0.366546652524855,0.106527512945315,-3.44086370169008,0.000579860547520218,0.0329317343227117
"219882_at",3.34532943074963,0.678145969049314,0.163619582948392,4.14465039470986,3.40332534798185e-05,0.00328771238395482
"219928_s_at",4.24091028228339,-0.568668575454445,0.15767693668339,-3.60654251291242,0.000310304039638603,0.0203161518576676
"219956_at",7.54195538256158,0.659285671421777,0.114004229412121,5.78299309439201,7.33830766514372e-09,1.90284248890773e-06
"219959_at",5.86818435779118,-0.433114048468452,0.129693212134356,-3.33952749986458,0.000839210415920403,0.0439848927301686
"220149_at",3.65528447795077,0.626134111919137,0.154195342397233,4.06065515459027,4.89352047271869e-05,0.00439346733284133
"220173_at",5.33384438775697,0.617933308681056,0.142880816019361,4.32481648619169,1.52658892345978e-05,0.00164127305928645
"220177_s_at",6.53303841874186,-0.586940119058397,0.132066535220913,-4.44427589530229,8.81883777143936e-06,0.00103141148938727
"220192_x_at",5.94764850029719,1.27687421849408,0.137754714908926,9.26918704262333,1.87570065478899e-20,2.6403166288519e-17
"220196_at",4.36488333296859,-0.62234298516228,0.145374064116224,-4.28097672680272,1.86074819149217e-05,0.00194534560263852
"220233_at",4.78684068130544,-0.489836310322595,0.146115786865044,-3.35238457686313,0.000801186412046705,0.0423865251602803
"220296_at",6.34163761161929,0.474808567425019,0.125788539856095,3.77465680075635,0.00016022810016921,0.0118930891526728
"220425_x_at",4.13987548731457,-1.4851862198071,0.173640612105542,-8.55321921408786,1.19702255082335e-17,1.17948617045379e-14
"220432_s_at",3.7679246903823,-0.570657472612874,0.159767677199861,-3.57179551342549,0.000354542196094835,0.022466119158974
"220559_at",5.58723230016673,-1.02877401423945,0.134460321956519,-7.65113454489662,1.99213767564657e-14,1.30863523913223e-11
"220613_s_at",3.852720575858,0.833396776421357,0.163295511477952,5.10361104771629,3.33232821158149e-07,5.81152142173773e-05
"220624_s_at",3.47537868089833,-1.3637373227384,0.183507022987527,-7.43152660065273,1.07351407090754e-13,6.50945901396153e-11
"220625_s_at",6.81504174575828,-0.782989960064902,0.12164899080114,-6.43646901555358,1.22284783558301e-10,4.50442285903446e-08
"220658_s_at",4.46589469299546,-0.679412839549343,0.147660265866295,-4.60118932851269,4.20085366508438e-06,0.000551203666046921
"220941_s_at",4.91059513210546,-0.530683996338566,0.1418005546612,-3.74246770477389,0.000182221957541321,0.0133001782120993
"221016_s_at",6.79209947984068,-0.62003142791291,0.12014462842075,-5.1607086897097,2.46016745581251e-07,4.34820807638539e-05
"221024_s_at",7.91393003524776,0.587261962290519,0.109351747489053,5.37039394225785,7.85648275436882e-08,1.65986707481949e-05
"221185_s_at",5.8804713931556,-0.623467661370018,0.128045217880166,-4.86912101593285,1.12095746795207e-06,0.000173942589141193
"221276_s_at",5.06329479910923,0.475677202221211,0.142877399694401,3.32926833242089,0.000870744697478905,0.0453129338032192
"221489_s_at",4.41588584869866,0.646567928768307,0.141542869798017,4.56800070318601,4.92398381180404e-06,0.000630110058306637
"221523_s_at",5.66009424128733,-0.466570400867815,0.130611064125145,-3.5722119254826,0.000353978771213484,0.022466119158974
"221563_at",7.89599568627813,0.420930988974704,0.108876043491128,3.8661488374989,0.000110567476141467,0.00859547634051241
"221577_x_at",4.53893500364751,0.604719316707799,0.162038161773312,3.73195616446075,0.000189998570035024,0.0137153912808799
"221584_s_at",7.31632940804738,0.464331395833983,0.116485096831682,3.98618714722733,6.7143559365919e-05,0.00564263592504975
"221591_s_at",4.34739681184811,-0.486463462781039,0.141434282330958,-3.43950175844007,0.000582785998634252,0.0330027691812793
